transaction_id,user_id,clean_amount,clean_timestamp,clean_user_location,clean_merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,valid_ip,location_mismatch,hour_of_day,day_of_week,is_unusual_hour,time_since_last_txn,is_high_velocity,user_avg_spend,amount_vs_avg_ratio,device_seq,is_new_device,has_invalid_ip
TXN-B5799422E7D2,USR0003,7.78,2024-04-28 21:09:15.000000,lucknow,lucknow,food & dining,cnp-f892ecff,mobile,card,35565.74,success,192.115.151.146,0,21,6,0,2592000.0,0,3170.3437853998757,0.002453992532699031,1,1,0
TXN-0733DB07353B,USR0003,506.5567078273065,2024-05-06 07:28:19.000000,lucknow,lucknow,utilities,dev-104ea314,web,wallet,43266.79,success,192.115.151.224,0,7,0,0,641944.0,0,7.78,65.11003299832603,1,1,0
TXN-46E65695F8B9,USR0003,574.0,2024-05-06 10:01:24.955122,lucknow,lucknow,unknown,dev-84955dd2,atm,wallet,42691.97,success,192.115.151.251,0,10,0,0,9185.955122,0,257.1683539136533,2.2320008233700395,1,1,0
TXN-D57B67A43A58,USR0003,558.5857266085555,2024-05-07 07:08:00.000000,lucknow,lucknow,travel,dev-52611f75,mobile,netbanking,42133.38,success,192.115.151.92,0,7,1,0,75995.044878,0,362.7789026091022,1.5397414436004915,1,1,0
TXN-37938125E9B2,USR0003,270.36,2024-05-07 17:12:48.000000,lucknow,lucknow,food & dining,dev-104ea314,mobile,wallet,41863.02,success,192.115.151.157,0,17,1,0,36288.0,0,411.73060860896555,0.6566429305486509,2,0,0
TXN-E8A0D17FFEE3,USR0003,356.64,2024-05-08 17:59:56.000000,lucknow,lucknow,clothing,dev-52611f75,mobile,unknown,41506.37,success,192.115.151.66,0,17,2,0,89228.0,0,383.45648688717245,0.9300663905687772,2,0,0
TXN-39EF03397DDF,USR0003,328.9747229944098,2024-05-12 05:19:48.000000,lucknow,chennai,unknown,dev-52611f75,mobile,netbanking,41177.4,success,192.115.151.164,1,5,6,1,299992.0,0,378.987072405977,0.8680367702928904,3,0,0
TXN-B45ED0FEFB5A,USR0003,376.75672555501177,2024-05-15 00:31:00.000000,lucknow,lucknow,healthcare,dev-84955dd2,mobile,wallet,40800.64,success,missing,0,0,2,0,241872.0,0,371.8424510614674,1.0132159852845102,2,0,1
TXN-8702EDEA32DA,USR0003,539.25,2024-05-22 09:35:35.000000,lucknow,lucknow,grocery,dev-104ea314,mobile,wallet,40800.64,failed,192.115.151.222,0,9,2,0,637475.0,0,372.4567353731604,1.447819127184101,3,0,0
TXN-478E7B4A1466,USR0003,627.77,2024-05-26 00:31:37.000000,lucknow,lucknow,food & dining,dev-84955dd2,mobile,wallet,40172.88,success,192.115.151.91,0,0,6,0,312962.0,0,390.98932033169814,1.6055936858108828,3,0,0
TXN-BEFEEECFD256,USR0003,465.85,2024-05-27 11:26:40.000000,luc,lucknow,grocery,unknown,atm,upi,39707.03,success,192.115.151.232,1,11,0,0,125703.0,0,414.6673882985284,1.1234304937197501,1,1,0
TXN-A0F4443FDFEA,USR0003,401.1483628996707,2024-05-28 00:00:00.000000,lucknow,lucknow,unknown,unknown,web,wallet,39003.92,success,192.115.151.234,0,0,1,0,45200.0,0,419.32035299866214,0.9566632062200867,2,0,0
TXN-617213FED86F,USR0003,301.96008302365743,2024-05-28 00:44:49.000000,lucknow,lucknow,fuel,dev-104ea314,mobile,wallet,39405.06,success,192.115.151.233,0,0,1,0,2689.0,0,417.8060204904129,0.7227279191476063,4,0,0
TXN-AEDCE75FED79,USR0003,661.6923862434545,2024-05-28 18:23:35.538626,lucknow,lucknow,electronics,dev-84955dd2,web,netbanking,38342.22,success,192.115.151.206,0,18,1,0,63526.538626,0,408.8947945314317,1.6182460107354832,4,0,0
TXN-ADCB9A05CFEF,USR0003,421.1511494883624,2024-05-28 23:51:16.000000,lucknow,lucknow,grocery,dev-104ea314,web,netbanking,37921.07,success,192.115.151.24,0,23,1,0,19660.461374,0,426.9517653680047,0.9864138616717485,5,0,0
TXN-F42D4C4A0AF0,USR0003,358.3,2024-05-29 10:54:42.000000,lucknow,lucknow,entertainment,dev-84955dd2,mobile,wallet,37562.77,success,192.115.151.211,0,10,2,0,39806.0,0,426.56505764269525,0.8399656398965227,5,0,0
TXN-60C5A2271EA0,USR0003,371.22,2024-05-29 15:02:24.000000,lucknow,lucknow,electronics,unknown,mobile,netbanking,37191.55,success,192.115.151.235,0,15,2,0,14862.0,0,422.2984915400268,0.8790464532700091,3,0,0
TXN-9ADB0ED06496,USR0003,465.1157137737264,2024-05-31 03:21:46.806868,lucknow,lucknow,grocery,dev-104ea314,mobile,wallet,36726.43,success,192.115.151.36,0,3,4,1,130762.806868,0,419.29387439061344,1.1092833239142248,6,0,0
TXN-431E118C90D1,USR0003,275.3640906864508,2024-05-31 16:25:42.000000,l,lucknow,education,dev-52611f7,mobile,wallet,36726.43,failed,192.115.151.100,1,16,4,0,47035.193132,0,421.83953213411974,0.6527697457980398,1,1,0
TXN-B4B23E7E3B02,USR0003,325.3,2024-06-01 11:59:04.000000,lucknow,lucknow,healthcare,de#,atm,wallet,36401.13,success,192.115.151.126,0,11,5,0,70402.0,0,414.13029837371613,0.7855015521019182,1,1,0
TXN-87CC3D384050,USR0003,556.0009114232291,2024-06-01 13:10:55.000000,lucknow,lucknow,entertainment,dev-84955dd2,mobile,unknown,35845.13,success,192.115.151.93,0,13,5,0,4311.0,0,409.68878345503026,1.3571299003184936,6,0,0
TXN-56377C6572D1,USR0004,7370.093272634386,2024-04-19 04:54:13.000000,chennai,ahmedabad,electronics,dev-965cdf83,web,wallet,0.0,success,192.72.40.32,1,4,4,1,2592000.0,0,3170.3437853998757,2.324698439118271,1,1,0
TXN-E0B2676AF783,USR0004,6766.49,2024-04-20 20:02:06.000000,chennai,chennai,utilities,unknown,web,wallet,0.0,success,192.72.40.254,0,20,5,0,140873.0,0,7370.093272634386,0.9181009982524084,1,1,0
TXN-F66ADADDD933,USR0004,9037.29,2024-04-21 04:18:12.000000,chennai,chennai,utilities,dev-965cdf83,web,card,0.0,failed,192.72.40.85,0,4,6,1,29766.0,0,7068.2916363171935,1.2785677858537032,2,0,0
TXN-2F16121317C0,USR0004,4684.412266642473,2024-04-21 04:24:20.079819,chennai,chennai,grocery,dev-965cdf83,atm,wallet,0.0,success,192.72.40.45,0,4,6,1,368.079819,0,7724.624424211463,0.6064258924868575,3,0,0
TXN-EECCDCB9905F,USR0004,5659.859060974421,2024-04-21 09:29:37.000000,chennai,chennai,fuel,dev-965cdf83,web,wallet,0.0,success,192.72.40.68,0,9,6,0,18316.920181,0,6964.571384819215,0.8126643751810283,4,0,0
TXN-CC2A9A95BD44,USR0004,7285.08,2024-04-22 12:22:33.343397,chennai,chennai,education,dev-965cdf83,web,unknown,0.0,success,192.72.40.152,0,12,0,0,96776.343397,0,6703.628920050256,1.0867367624337443,5,0,0
TXN-7177C913793C,USR0004,7193.72,2024-04-22 21:23:31.689698,chennai,chennai,fuel,dev-965cdf83,web,upi,0.0,success,192.72.40.123,0,21,0,0,32458.346301,0,6800.537433375214,1.0578163946450743,6,0,0
TXN-06B6E2F01F13,USR0004,2825.92,2024-04-24 15:06:15.689542,chennai,chennai,travel,dev-965cdf83,web,wallet,0.0,success,192.72.40.156,0,15,2,0,150163.999844,0,6856.706371464469,0.412139567130835,7,0,0
TXN-A2E362483AB1,USR0005,6376.3510680451,2024-02-24 20:54:41.000000,hyderabad,hyderabad,utilities,dev-9571bdb8,mobile,unknown,64259.59,success,192.92.217.76,0,20,5,0,2592000.0,0,3170.3437853998757,2.011249088284083,1,1,0
TXN-E91140A0B337,USR0005,7171.68,2024-02-25 17:09:37.000000,hyderabad,hyderabad,food & dining,dev-9571bdb8,atm,card,57087.91,success,192.92.217.111,0,17,6,0,72896.0,0,6376.3510680451,1.124731043228369,2,0,0
TXN-E2B0630F224D,USR0005,8905.285849133244,2024-02-26 12:23:19.000000,hyderabad,hyderabad,healthcare,dev-9571bdb8,mobile,wallet,48182.62,success,192.92.217.110,0,12,0,0,69222.0,0,6774.01553402255,1.3146243599915188,3,0,0
TXN-3CD40EE3AC8D,USR0005,8456.041468816313,2024-02-27 05:16:00.000000,hyderabad,hyderabad,unknown,unknown,mobile,upi,48182.62,pending,missing,0,5,1,1,60761.0,0,7484.438972392782,1.1298163414397842,1,1,1
TXN-3A17FD99DA47,USR0005,7437.0,2024-02-29 17:23:30.000000,hyderabad,hyderabad,fuel,dev-9571bdb8,mobile,wallet,40744.65,success,192.92.217.224,0,17,3,0,216450.0,0,7727.339596498665,0.9624269643520663,4,0,0
TXN-23871A52A33A,USR0005,1782.3408,2024-03-03 18:18:54.000000,hyderabad,hyderabad,travel,dev-9571bdb8,mobile,wallet,38962.31,success,192.92.217.148,0,18,6,0,262524.0,0,7669.271677198932,0.2324002685906892,5,0,0
TXN-8A217684444D,USR0005,7850.958190215781,2024-03-05 00:00:00.000000,hyderabad,hyderabad,healthcare,dev-9571bdb8,mobile,unknown,23526.39,success,192.92.217.8,0,0,1,0,106866.0,0,6688.116530999109,1.1738668341211291,6,0,0
TXN-B7095E9DF804,USR0005,7584.957037271415,2024-03-05 08:48:30.316520,hyderabad,hyderabad,utilities,dev-9571bdb8,mobile,wallet,31377.35,success,192.92.217.30,0,8,1,0,31710.31652,0,6854.236768030062,1.1066085521853486,7,0,0
TXN-A112F692E902,USR0005,4.25,2024-03-06 07:54:00.000000,hyderabad,hyderabad,utilities,cnp-6cd5e8f5,mobile,card,0.0,success,192.92.217.124,0,7,2,0,83129.68348,0,6945.576801685232,0.000611900223009528,1,1,0
TXN-9704C7FCA7DE,USR0005,15219.805688464943,2024-03-09 13:39:47.790392,hyderabad,hyderabad,grocery,dev-9571bdb8,atm,upi,8306.59,success,192.92.217.37,0,13,5,0,279947.790392,0,6174.31826816465,2.4650179991999237,8,0,0
TXN-8030C8CF2E78,USR0005,7076.386144209511,2024-03-09 17:07:41.021488,hyderabad,hyderabad,entertainment,dev-9571bdb8,mobile,wallet,1230.2,success,192.92.217.95,0,17,5,0,12473.231096,0,7078.86701019468,0.9996495377045379,9,0,0
TXN-96F27B442B7E,USR0006,5426.0,2024-04-16 09:58:19.000000,newyork,newyork,food & dining,dev-e817959f,atm,wallet,69641.85,success,110.74.6.151,0,9,1,0,2592000.0,0,3170.3437853998757,1.7114863087949796,1,1,0
TXN-B29959064F8F,USR0006,5501.19,2024-06-04 02:27:12.000000,pune,pune,clothing,dev-194045b1,atm,upi,156888.82,success,192.32.250.173,0,2,1,1,4206533.0,0,5426.0,1.0138573516147118,1,1,0
TXN-1603ACBDA18D,USR0006,6385.577709790982,2024-06-05 00:00:00.000000,pune,pune,utilities,dev-cc622e73,atm,upi,143350.11,success,192.32.250.57,0,0,2,0,77568.0,0,5463.594999999999,1.1687501906901008,1,1,0
TXN-A3B7B9DD5A38,USR0006,7153.138742794557,2024-06-05 17:29:47.000000,pune,pune,fuel,dev-e817959f,atm,wallet,149735.69,success,192.32.250.132,0,17,2,0,62987.0,0,5770.922569930328,1.2395138981193745,2,0,0
TXN-A16616DB920D,USR0006,7663.63,2024-06-05 23:45:21.000000,pune,pune,fuel,dev-194045b1,web,wallet,0.0,success,192.32.250.31,0,23,2,0,22534.0,0,6116.476613146385,1.2529484656246004,2,0,0
TXN-8D998BEC4172,USR0006,2156.352946072396,2024-06-06 06:42:41.000000,pune,pune,electronics,dev-cc622e73,atm,wallet,133530.13,success,192.32.250.172,0,6,3,0,25040.0,0,6425.907290517108,0.3355717481170121,2,0,0
TXN-ED6561FDA763,USR0006,2964.020937424103,2024-06-07 00:55:33.654741,pune,pune,fuel,dev-e817959f,atm,netbanking,130566.11,success,192.32.250.148,0,0,4,0,65572.654741,0,5714.314899776323,0.5187010138963666,3,0,0
TXN-E5CA21010408,USR0006,3797.07,2024-06-08 21:25:38.452138,pune,ahmedabad,entertainment,dev-194045b1,atm,card,0.0,success,192.32.250.206,1,21,5,0,160204.797397,0,5321.4157622974335,0.7135450719274803,3,0,0
TXN-A5C9C6628F7B,USR0006,1864.141226999692,2024-06-09 00:44:55.051711,pune,pune,healthcare,dev-194045b1,atm,wallet,0.0,success,192.32.250.21,0,0,6,0,11956.599573,0,5130.872542010255,0.3633185599726755,4,0,0
TXN-B09E0A9051D1,USR0006,5043.695031002688,2024-06-11 02:03:22.068495,pune,pune,entertainment,dev-194045b1,atm,wallet,119861.21,success,192.32.250.136,0,2,1,1,177507.016784,0,4767.902395897971,1.0578435969586033,5,0,0
TXN-82F67213154C,USR0006,3103.6584324043138,2024-06-11 17:37:30.990353,pune,pune,utilities,dev-cc622e73,mobile,wallet,119861.21,failed,192.32.250.66,0,17,1,0,56048.921858,0,4795.481659408442,0.6472047327807162,3,0,0
TXN-968373315FD7,USR0006,7952.553328390311,2024-06-11 23:35:51.000000,pune,pune,utilities,dev-194045b1,atm,wallet,111908.65,success,missing,0,23,1,0,21500.009647,0,4641.679547862612,1.7132921885827643,6,0,1
TXN-02EFD5FC97F4,USR0006,3371.047127854763,2024-06-12 21:02:53.712773,pune,pune,travel,dev-cc622e73,atm,netbanking,111908.65,failed,192.32.250.222,0,21,2,0,77222.712773,0,4917.58569623992,0.6855085664449618,4,0,0
TXN-3145BB5D7D22,USR0006,4456.642392033268,2024-06-13 13:22:21.000000,dubai,dubai,grocery,dev-cc622e73,atm,wallet,75068.3,success,missing,0,13,3,0,58767.287227,0,4798.621190979524,0.9287339436427179,5,0,1
TXN-C86AE1CBFF28,USR0006,4276.6549297365455,2024-06-13 17:54:23.000000,pune,pune,electronics,dev-cc622e73,atm,wallet,107632.0,success,192.32.250.15,0,17,3,0,16322.0,0,4774.194133911934,0.8957857181384524,6,0,0
TXN-62EC399E9EE6,USR0006,6506.51,2024-06-14 07:17:09.000000,pune,delhi,utilities,dev-194045b1,atm,wallet,101125.49,success,192.32.250.166,1,7,4,0,48166.0,0,4741.024853633575,1.3723847031279515,7,0,0
TXN-8C5492910923,USR0006,2492.11,2024-06-15 00:00:00.000000,pune,lucknow,food & dining,dev-cc622e73,atm,upi,98633.38,success,192.32.250.116,1,0,5,0,60171.0,0,4851.367675281476,0.5136922537454318,7,0,0
TXN-5549258FEFEB,USR0006,1752.5684279826069,2024-06-16 05:42:00.000000,pune,pune,electronics,dev-194045b1,web,wallet,96880.82,success,192.32.250.231,0,5,6,1,106920.0,0,4712.587812029625,0.37189087910255814,8,0,0
TXN-A3CD76BCB7E8,USR0006,5271.61,2024-06-17 06:59:26.000000,pune,pune,entertainment,unknown,web,wallet,96880.82,failed,missing,0,6,0,0,91046.0,0,4548.14229069368,1.1590688354662908,1,1,1
TXN-5F58188A430C,USR0006,5419.375453137099,2024-06-21 01:00:00.000000,pune,pune,electronics,dev-e817959f,atm,wallet,91461.44,success,192.32.250.162,0,1,4,1,324034.0,0,4586.219538551907,1.1816650720195592,4,0,0
TXN-92406A063422,USR0006,6444.2702,2024-06-21 15:24:03.000000,pune,pune,travel,dev-e817959f,atm,card,85017.17,success,192.32.250.86,0,15,4,0,51843.0,0,4627.877334281166,1.392489411579461,5,0,0
TXN-3312ACA4C643,USR0006,5933.960665158874,2024-06-25 08:53:00.000000,pune,pune,electronics,dev-cc622e73,atm,wallet,85017.17,failed,192.32.250.153,0,8,1,0,322137.0,0,4714.37223264873,1.2586958262389838,8,0,0
TXN-081F8356E488,USR0006,5492.229638341742,2024-06-25 22:13:42.000000,pune,pune,education,dev-e817959f,atm,upi,79524.94,success,192.32.250.166,0,22,1,0,48042.0,0,4769.808070490099,1.1514571541791288,6,0,0
TXN-235FF17E584C,USR0007,593.051,2024-03-11 06:54:12.479519,kolkata,bangalore,electronics,dev-ccd9fdcf,atm,card,61576.71,success,192.50.181.58,1,6,0,0,2592000.0,0,3170.3437853998757,0.18706204698068035,1,1,0
TXN-7261CF8D9B04,USR0007,890.322949287967,2024-03-11 19:31:40.822172,kolkata,kolkata,utilities,dev-be160051,atm,upi,61576.71,failed,missing,0,19,0,0,45448.342653,0,593.051,1.5012586342074807,1,1,1
TXN-44F9298B2E6D,USR0007,0.0,2024-03-12 00:35:05.000000,kolkata,kolkata,fuel,dev-ccd9fdcf,atm,card,60666.57,success,192.50.181.185,0,0,1,0,18204.177828,0,741.6869746439836,0.0,2,0,0
TXN-19D4039E1E78,USR0007,1422.6165171731436,2024-03-17 18:11:00.000000,kolkata,kolkata,fuel,dev-ccd9fdcf,atm,wallet,58662.09,success,192.50.181.119,0,18,6,0,495355.0,0,494.45798309598905,2.8771231065870775,3,0,0
TXN-51FFFEAB7E35,USR0007,969.0,2024-03-18 19:21:00.000000,kolkata,kolkata,clothing,dev-ccd9fdcf,atm,netbanking,57693.05,success,192.50.181.65,0,19,0,0,90600.0,0,726.4976166152777,1.3337965115103414,4,0,0
TXN-5682F3F1A3D5,USR0007,497.04,2024-03-21 21:58:08.992361,kolkata,kolkata,healthcare,dev-ccd9fdcf,atm,netbanking,57196.01,success,192.50.181.22,0,21,3,0,268628.992361,0,774.9980932922222,0.6413435050854379,5,0,0
TXN-7AFD54D35E0A,USR0007,1071.12,2024-03-22 19:26:48.000000,kolkata,kolkata,grocery,dev-7b69b677,atm,wallet,56124.89,success,192.50.181.227,0,19,4,0,77319.007639,0,728.6717444101852,1.4699622889417547,1,1,0
TXN-1367A98F1E6E,USR0007,1128.5640323540736,2024-03-23 14:44:29.000000,kolkata,kolkata,electronics,dev-7b69b677,atm,netbanking,54996.33,success,192.50.181.58,0,14,5,0,69461.0,0,777.5929237801587,1.4513558229853225,2,0,0
TXN-A1AF027922AC,USR0007,1129.01,2024-03-26 03:46:47.000000,kolkata,kolkata,electronics,dev-ccd9fdcf,atm,upi,52063.56,success,192.50.181.249,0,3,1,1,219738.0,0,821.464312351898,1.3743871392583207,6,0,0
TXN-8ACF5A4D730F,USR0007,871.97,2024-03-26 03:47:17.000000,kolkata,kolkata,electronics,dev-ccd9fdcf,atm,netbanking,51164.1,success,192.50.181.192,0,3,1,1,30.0,1,855.6360554239094,1.019089815443904,7,0,0
TXN-958A786BD399,USR0007,974.68,2024-03-26 03:47:40.000000,kolkata,kolkata,electronics,dev-7b69b677,atm,upi,50237.44,success,192.50.181.2,0,3,1,1,23.0,1,857.2694498815184,1.1369587342289187,3,0,0
TXN-00EC97B7E91C,USR0007,949.1489418403831,2024-03-26 08:31:46.000000,kolkata,kolkata,travel,dev-ccd9fdcf,atm,netbanking,54047.18,success,192.50.181.213,0,8,1,0,17046.0,0,867.9431362559259,1.0935611922679007,8,0,0
TXN-7D8D82912E4B,USR0007,734.6802034327114,2024-03-28 11:43:56.773323,kolkata,kolkata,travel,dev-be160051,atm,netbanking,53312.5,success,192.50.181.66,0,11,3,0,184330.773323,0,874.7102867212974,0.8399126044206123,2,0,0
