transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt,ts,seconds_since_prev,fast_txn_flag,txn_count_last_5min,velocity_flag,user_avg_amount,amount_vs_user_avg,high_amount_flag,extreme_amount_flag,rolling_avg_3,spike_flag,amount_to_balance_ratio,is_new_device_for_user,user_device_count,device_user_count,is_new_city_for_user,device_location_combo,ip_clean,ip_anomaly,ip_multi_user,ip_multi_user_flag,hour,is_night,fraud_score,strong_combo_flag,fraud_label,iso_score,lgbm_prob,rf_prob,ensemble_fraud_prob,final_fraud,fraud_type
TXN-0AF11055F02A,USR0001,626.7055779684548,2024-04-15T13:38:07.517298,New Delhi,DEL,Food & Dining,DEV-CEAEBD15,ATM,Card,53788.85,success,132.104.x.18,,2024-04-15 13:38:07.517298,321471.90551,0,0,0,364.20345033919295,1.7160450630638469,0,0,318.148525989485,0,0.011651000662177991,0,1,1.0,0,0,,1,1.0,0,13,0,1,0,0,0,8.088628958166887e-07,0.0,4.853177374900132e-07,0,Not Fraud
TXN-1559D59C9330,USR0001,359.40365904384936,2024-04-17T00:59:41.105339,DEL,DEL,Fuel,DEV-CEAEBD15,ATM,Card,53429.45,success,192.27.174.20,,2024-04-17 00:59:41.105339,127293.588041,0,0,0,388.0672801236713,0.9237570913945966,0,0,407.0430790041014,0,0.006726569943615474,0,1,1.0,1,0,192.27.174.20,0,1.0,0,0,1,2,0,0,0,3.3752871778395037e-06,0.0,2.025172306703702e-06,0,Not Fraud
TXN-F4F8822BB477,USR0001,309.05315279467817,2024-04-17T22:32:59.526145,delhi,New Delhi,Clothing,DEV-CEAEBD15,ATM,Card,53120.4,success,192.27.174.73,,2024-04-17 22:32:59.526145,77598.420806,0,0,0,385.6786450336861,0.7992506355445477,0,0,431.7207966023275,0,0.0058178653573640405,0,1,1.0,0,0,192.27.174.73,0,1.0,0,22,0,0,0,0,0,3.533866846117521e-07,0.0,2.1203201076705124e-07,0,Not Fraud
TXN-AEDC46E50C49,USR0001,412.61338206207245,2024-04-18T01:12:29.197589,DELHI,Kolkata,Electronics,DEV-CEAEBD15,ATM,Card,52707.78,success,192.27.174.206,,2024-04-18 01:12:29.197589,9569.671444,0,0,0,379.7843763999163,1.0835880031714535,0,0,360.3567313002,0,0.00782817174030726,0,1,1.0,1,0,192.27.174.206,0,1.0,0,1,1,2,0,0,0,3.2825653448209212e-06,0.0,1.9695392068925526e-06,0,Not Fraud
TXN-8FB0D389642C,USR0001,300.1628,"April 19, 2024 05:31 AM",delhi,Delhi,Utilities,DEV-CEAEBD15,mobile,Card,52407.62,success,192.27.174.203,,2024-04-19 05:31:00.000000,101910.802411,0,0,0,382.12930537578455,0.7834503802980862,0,0,340.6097782855836,0,0.005727355538077515,0,1,1.0,0,0,192.27.174.203,0,1.0,0,5,1,0,0,0,0,6.693831342519261e-07,0.0,4.016298805511557e-07,0,Not Fraud
TXN-37D822E60E11,USR0001,392.95,23-Apr-2024,Calcutta,lucknow,Utilities,DEV-CEAEBD15,ATM,Card,51665.68,success,192.27.174.59,,2024-04-23 00:00:00.000000,325740.0,0,0,0,376.6648716840656,1.0404727298246608,0,0,368.5753940206908,0,0.007605481908262733,0,1,1.0,1,0,192.27.174.59,0,1.0,0,0,1,2,0,0,0,3.649962461014751e-06,0.0,2.1899774766088505e-06,0,Not Fraud
TXN-2673E518CFDB,USR0001,227.93,2024-04-27T16:25:29.663464,DEL,DEL,Clothing,DEV-CEAEBD15,ATM,Card,51665.68,failed,192.27.174.121,,2024-04-27 16:25:29.663464,404729.663464,0,0,0,377.6826922038115,0.6019023438159286,0,0,307.01426666666674,0,0.004411547248632968,0,1,1.0,0,0,192.27.174.121,0,1.0,0,16,0,0,0,0,0,3.7016257154681364e-07,0.0,2.2209754292808816e-07,0,Not Fraud
TXN-E354E4217F1F,USR0001,525.07,2024-05-01T09:37:33.240547,Delhi,DEL,Fuel,DEV-CEAEBD15,ATM,Card,51140.61,success,192.27.174.24,,2024-05-01 09:37:33.240547,321123.577083,0,0,0,368.87371030946963,1.4195926484222932,0,0,381.98333333333335,0,0.010266982208811965,0,1,1.0,1,0,192.27.174.24,0,1.0,0,9,0,2,0,0,0,1.2653723213935358e-06,0.0,7.592233928361215e-07,0,Not Fraud
TXN-FD97B26A7F87,USR0001,0.0,2024-05-02T22:03:38.523540,DELHI,ahmedabad,Fuel,DEV-CEAEBD15,ATM,UPI,50938.46,pending,192.27.174.169,,2024-05-02 22:03:38.523540,131165.282993,0,0,0,377.55128195894355,0.0,0,0,251.00000000000003,0,0.0,0,1,1.0,0,0,192.27.174.169,0,1.0,0,22,0,0,0,0,0,3.533866846117521e-07,0.0,2.1203201076705124e-07,0,Not Fraud
TXN-4A7010CE412C,USR0001,426.0,2024-05-03T00:04:00.933028,Delhi,DEL,Healthcare,DEV-CEAEBD15,ATM,Card,50512.26,success,192.27.174.69,,2024-05-03 00:04:00.933028,7222.409488,0,0,0,357.6801618558413,1.1876876540811185,0,0,317.02333333333337,0,0.00843342916295642,0,1,1.0,0,0,192.27.174.69,0,1.0,0,0,1,0,0,0,0,6.10013702748347e-07,0.0,3.6600822164900817e-07,0,Not Fraud
TXN-2D9B4EAD3647,USR0001,511.7863905782768,1714769350,Delhi,DEL,Travel,DEV-CEAEBD15,ATM,,50000.48,success,192.27.174.205,511.7863905782768,2024-05-03 20:49:10.000000,74709.066972,0,0,0,361.0961537630492,1.4133991351733133,0,0,312.59546352609226,0,0.010235424842990183,0,1,1.0,0,0,192.27.174.205,0,1.0,0,20,0,0,0,0,0,3.6429139504125195e-07,0.0,2.1857483702475115e-07,0,Not Fraud
TXN-2D9B4EAD3647,USR0001,511.7863905782768,1714769350,Delhi,DEL,Travel,DEV-CEAEBD15,ATM,,50000.48,success,192.27.174.205,511.7863905782768,2024-05-03 20:49:10.000000,0.0,1,1,0,368.2718793256791,1.3859338314979222,0,0,483.19092705218446,0,0.010235424842990183,0,1,1.0,0,0,192.27.174.205,0,1.0,0,20,0,1,0,0,0,6.7467837864542026e-06,0.025,0.010004048070271875,0,Not Fraud
TXN-D1437A6A4A1C,USR0002,938.3158589517042,"March 02, 2024 01:00 PM",Jaipur,Bengaluru,Clothing,DEV-5E5EBD15,mobile,UPI,86336.44,success,192.60.130.119,,2024-03-02 13:00:00.000000,999999.0,0,0,0,3157.0889808457882,0.2971150796075441,0,0,938.3158589517042,0,0.010868006498127627,1,2,1.0,1,1,192.60.130.119,0,1.0,0,13,0,9,1,1,0,0.999999144986211,1.0,0.9999994869917266,1,Device + Location Fraud
TXN-665833DD7594,USR0002,837.5015327191229,2024-03-06T14:08:18.013223,jaipur,JAI,Education,DEV-5E5EBD15,mobile,UPI,85498.94,success,192.60.130.121,,2024-03-06 14:08:18.013223,349698.013223,0,0,0,938.3158589517042,0.8916079982443731,0,0,887.9086958354135,0,0.009795346437893674,0,2,1.0,1,0,192.60.130.121,0,1.0,0,14,0,2,0,0,0,1.1250765746443017e-06,0.0,6.750459447865811e-07,0,Not Fraud
TXN-6A7A083055A9,USR0002,772.0,2024-03-06T19:45:46.088324,jaipur,JAI,Healthcare,DEV-5E5EBD15,web,Wallet,84726.58,success,192.60.130.88,,2024-03-06 19:45:46.088324,20248.075101,0,0,0,887.9086958354135,0.8684806478065327,0,0,849.2724638902756,0,0.009111554938781446,0,2,1.0,0,0,192.60.130.88,0,1.0,0,19,0,0,0,0,0,3.1406041908631195e-07,0.0,1.8843625145178717e-07,0,Not Fraud
TXN-B03185D8BA4E,USR0002,1249.4361861644954,10/03/2024 09:26:55,JAI,HYDERABAD,Utilities,DEV-5E5EBD15,mobile,UPI,0.0,success,192.60.130.49,,2024-03-10 09:26:55.000000,308468.911676,0,0,0,849.2724638902756,1.4694538976928817,0,0,952.9792396278727,0,1249.4361861644954,0,2,1.0,1,0,192.60.130.49,0,1.0,0,9,0,3,0,0,0,8.526304578145866e-07,0.0,5.115782746887519e-07,0,Not Fraud
TXN-08B025285CCD,USR0002,991.9571158170731,2024-03-11T02:49:51.545106,JAI,Bangalore,Clothing,DEV-5E5EBD15,mobile,Wallet,81768.86,success,192.60.130.99,,2024-03-11 02:49:51.545106,62576.545106,0,0,0,949.3133944588307,1.0438210400916816,0,0,1004.4644339938562,0,0.012131084923186528,0,2,1.0,0,0,192.60.130.99,0,1.0,0,2,1,0,0,0,0,5.421720399549229e-07,0.0,3.2530322397295374e-07,0,Not Fraud
TXN-BF944DFED094,USR0002,742.8630678280563,"March 16, 2024 03:20 AM",JAI,jaipur,Travel,DEV-5E5EBD15,web,UPI,81768.86,pending,192.60.130.234,,2024-03-16 03:20:00.000000,433808.454894,0,0,0,957.8421387304792,0.7747501260339035,0,0,994.752123269875,0,0.009084802980316418,0,2,1.0,0,0,192.60.130.234,0,1.0,0,3,1,0,0,0,0,6.348189149147313e-07,0.0,3.808913489488387e-07,0,Not Fraud
TXN-E2F3A4A25C48,USR0002,640.3546120031289,16/03/2024 22:19:51,Jaipur,Jaipur,Fue#,DEV-5E5EBD15,mobile,NetBanking,81128.51,success,192.60.130.87,,2024-03-16 22:19:51.000000,68391.0,0,0,0,922.0122935800754,0.693766070568133,0,0,791.7249318827527,0,0.007892992475895996,0,2,1.0,0,0,192.60.130.87,0,1.0,0,22,0,0,0,0,0,3.1406295383019125e-07,0.0,1.8843777229811473e-07,0,Not Fraud
TXN-7A48026C6B94,USR0002,551.6329876973963,1719119528,Jaipur,jaipur,Education,NEW-0C108FD2,mobile,Wallet,0.0,success,225.68.0.159,,2024-06-23 05:12:08.000000,8491937.0,0,0,0,881.7754819262258,0.6248848081889713,0,0,644.9502225095272,0,551.6329876973963,1,2,1.0,0,0,225.68.0.159,0,1.0,0,5,1,3,0,0,0,1.622229202293282e-05,0.005,0.00200973337521376,0,Not Fraud
TXN-B5799422E7D2,USR0003,7.78,1714338555,LKO,lucknow,Food & Dining,CNP-F892ECFF,mobile,Card,35565.74,success,192.115.151.146,,2024-04-28 21:09:15.000000,999999.0,0,0,0,3157.0889808457882,0.0024635151343697695,0,0,7.78,0,0.00021874369143756218,1,5,1.0,1,1,192.115.151.146,0,1.0,0,21,0,9,1,1,0,0.9999992675286076,1.0,0.9999995605171645,1,Device + Location Fraud
TXN-0733DB07353B,USR0003,506.5567078273065,06/05/2024 07:28:19,lucknow,lucknow,Utilities,DEV-104EA314,web,Wallet,43266.79,success,192.115.151.224,,2024-05-06 07:28:19.000000,641944.0,0,0,0,7.78,57.6943858573242,1,1,257.1683539136533,0,0.011707478191682693,1,5,1.0,1,1,192.115.151.224,0,1.0,0,7,0,14,1,1,1,0.9999993973091643,1.0,0.9999996383854985,1,High Amount Fraud
TXN-46E65695F8B9,USR0003,574.0,2024-05-06T10:01:24.955122,LKO,Lucknow,,DEV-84955DD2,ATM,Wallet,42691.97,success,192.115.151.251,,2024-05-06 10:01:24.955122,9185.955122,0,0,0,257.1683539136533,2.2233553853466463,0,0,362.7789026091022,0,0.013444836468392805,1,5,1.0,0,0,192.115.151.251,0,1.0,0,10,0,2,0,0,0,1.865372117974735e-05,0.005,0.0020111922327078484,0,Not Fraud
TXN-D57B67A43A58,USR0003,558.5857266085555,"May 07, 2024 07:08 AM",LKO,Lucknow,Travel,DEV-52611F75,mobile,NetBanking,42133.38,success,192.115.151.92,,2024-05-07 07:08:00.000000,75995.044878,0,0,0,362.7789026091022,1.535508856072345,0,0,546.3808114786207,0,0.013257243291785842,1,5,1.0,0,0,192.115.151.92,0,1.0,0,7,0,2,0,0,0,7.404382596117685e-06,0.0,4.44262955767061e-06,0,Not Fraud
TXN-37938125E9B2,USR0003,270.36,07/05/2024 17:12:48,Lucknow,lucknow,Food & Dining,DEV-104EA314,mobile,Wallet,41863.02,success,192.115.151.157,,2024-05-07 17:12:48.000000,36288.0,0,0,0,411.73060860896555,0.6550519742434414,0,0,467.6485755361852,0,0.006458051567909628,0,5,1.0,1,0,192.115.151.157,0,1.0,0,17,0,2,0,0,0,1.3244655975550192e-06,0.0,7.946793585330115e-07,0,Not Fraud
TXN-E8A0D17FFEE3,USR0003,356.64,1715191196,Lucknow,Lucknow,Clothing,DEV-52611F75,mobile,,41506.37,success,192.115.151.66,,2024-05-08 17:59:56.000000,89228.0,0,0,0,383.45648688717245,0.927647242702564,0,0,395.19524220285183,0,0.008592209046248894,0,5,1.0,0,0,192.115.151.66,0,1.0,0,17,0,0,0,0,0,3.533866846117521e-07,0.0,2.1203201076705124e-07,0,Not Fraud
TXN-39EF03397DDF,USR0003,328.9747229944098,12/05/2024 05:19:48,LKO,Chennai,,DEV-52611F75,mobile,NetBanking,41177.4,success,192.115.151.164,,2024-05-12 05:19:48.000000,299992.0,0,0,0,378.987072405977,0.865752408131754,0,0,318.6582409981366,0,0.007989011787597618,0,5,1.0,0,0,192.115.151.164,0,1.0,0,5,1,0,0,0,0,7.011599174429793e-07,0.0,4.206959504657876e-07,0,Not Fraud
TXN-B45ED0FEFB5A,USR0003,376.75672555501177,05-15-2024 00:31,LKO,Lucknow,Healthcare,DEV-84955DD2,mobile,Wallet,40800.64,success,,,2024-05-15 00:31:00.000000,241872.0,0,0,0,371.8424510614674,1.0104984678713504,0,0,354.1238161831405,0,0.00923386230443217,0,5,1.0,0,0,,1,1.0,0,0,1,1,0,0,0,2.5270723543897336e-06,0.0,1.5162434126338402e-06,0,Not Fraud
TXN-8702EDEA32DA,USR0003,539.25,22/05/2024 09:35:35,LKO,LKO,Grocery,DEV-104EA314,mobile,Wallet,40800.64,failed,192.115.151.222,,2024-05-22 09:35:35.000000,637475.0,0,0,0,372.4567353731604,1.4439423604481998,0,0,414.99381618314055,0,0.013216380518038001,0,5,1.0,0,0,192.115.151.222,0,1.0,0,9,0,0,0,0,0,3.815840844678287e-07,0.01,0.004000228950450681,0,Not Fraud
TXN-478E7B4A1466,USR0003,627.77,26/05/2024 00:31:37,Lucknow,lucknow,Food & Dining,DEV-84955DD2,mobile,Wallet,40172.88,success,192.115.151.91,,2024-05-26 00:31:37.000000,312962.0,0,0,0,390.98932033169814,1.601497712919286,0,0,514.5922418516706,0,0.015626322376628796,0,5,1.0,0,0,192.115.151.91,0,1.0,0,0,1,0,0,0,0,7.072216555578461e-07,0.0,4.2433299333470766e-07,0,Not Fraud
TXN-BEFEEECFD256,USR0003,465.85,1716809200,luc#,lucknow,Grocery,,ATM,UPI,39707.03,success,192.115.151.232,,2024-05-27 11:26:40.000000,125703.0,0,0,0,414.6673882985284,1.1207278057268013,0,0,544.2900000000001,0,0.011731883953950877,1,5,,1,1,192.115.151.232,0,1.0,0,11,0,9,1,1,0,0.9999991850742351,1.0,0.9999995110445411,1,Device + Location Fraud
TXN-A0F4443FDFEA,USR0003,401.1483628996707,28-May-2024,lucknow,lucknow,,,web,Wallet,39003.92,success,192.115.151.234,,2024-05-28 00:00:00.000000,45200.0,0,0,0,419.32035299866214,0.9543871954755128,0,0,498.25612096655686,0,0.010284558022415395,0,5,,0,0,192.115.151.234,0,1.0,0,0,1,0,0,0,0,1.7718672704125565e-06,0.0,1.063120362247534e-06,0,Not Fraud
TXN-617213FED86F,USR0003,301.96008302365743,28/05/2024 00:44:49,lucknow,LKO,Fuel,DEV-104EA314,mobile,Wallet,39405.06,success,192.115.151.233,,2024-05-28 00:44:49.000000,2689.0,0,0,0,417.8060204904129,0.721002249848435,0,0,389.65281530777605,0,0.007662782907594859,0,5,1.0,0,0,192.115.151.233,0,1.0,0,0,1,0,0,0,0,6.643227484033588e-07,0.0,3.9859364904201524e-07,0,Not Fraud
TXN-AEDCE75FED79,USR0003,661.6923862434545,2024-05-28T18:23:35.538626,LKO,Lucknow,Electronics,DEV-84955DD2,web,NetBanking,38342.22,success,192.115.151.206,,2024-05-28 18:23:35.538626,63526.538626,0,0,0,408.8947945314317,1.6142980956854145,0,0,454.9336107222609,0,0.017257089682177304,0,5,1.0,0,0,192.115.151.206,0,1.0,0,18,0,0,0,0,0,4.033367025543233e-07,0.0,2.42002021532594e-07,0,Not Fraud
TXN-ADCB9A05CFEF,USR0003,421.1511494883624,28/05/2024 23:51:16,LKO,lucknow,Grocery,DEV-104EA314,web,NetBanking,37921.07,success,192.115.151.24,,2024-05-28 23:51:16.000000,19660.461374,0,0,0,426.9517653680047,0.9841089196727713,0,0,461.6012062518248,0,0.011105700440096292,0,5,1.0,0,0,192.115.151.24,0,1.0,0,23,0,0,0,0,0,3.533838324934437e-07,0.0,2.120302994960662e-07,0,Not Fraud
TXN-F42D4C4A0AF0,USR0003,358.3,29/05/2024 10:54:42,lucknow,Lucknow,Entertainment,DEV-84955DD2,mobile,Wallet,37562.77,success,192.115.151.211,,2024-05-29 10:54:42.000000,39806.0,0,0,0,426.56505764269525,0.8380011266014675,0,0,480.3811785772723,0,0.009538446220919787,0,5,1.0,0,0,192.115.151.211,0,1.0,0,10,0,0,0,0,0,3.5338645894417977e-07,0.0,2.1203187536650785e-07,0,Not Fraud
TXN-60C5A2271EA0,USR0003,371.22,29/05/2024 15:02:24,lucknow,lucknow,Electronics,,mobile,NetBanking,37191.55,success,192.115.151.235,,2024-05-29 15:02:24.000000,14862.0,0,0,0,422.2984915400268,0.8769698154355405,0,0,383.5570498294542,0,0.009981031147366879,0,5,,0,0,192.115.151.235,0,1.0,0,15,0,0,0,0,0,3.464307275938809e-07,0.005,0.002000207858436556,0,Not Fraud
TXN-9ADB0ED06496,USR0003,465.1157137737264,2024-05-31T03:21:46.806868,LKO,lucknow,Grocery,DEV-104EA314,mobile,Wallet,36726.43,success,192.115.151.36,,2024-05-31 03:21:46.806868,130762.806868,0,0,0,419.29387439061344,1.1066440462595377,0,0,398.2119045912422,0,0.01266398748220952,0,5,1.0,0,0,192.115.151.36,0,1.0,0,3,1,0,0,0,0,6.902994726535093e-07,0.0,4.1417968359210555e-07,0,Not Fraud
TXN-B4B23E7E3B02,USR0003,325.3,1717243144,lucknow,LKO,Healthcare,DE#,ATM,Wallet,36401.13,success,192.115.151.126,,2024-06-01 11:59:04.000000,117437.193132,0,0,0,421.83953213411974,0.7693225805027584,0,0,387.2119045912422,0,0.008936290266531107,1,5,3.0,0,0,192.115.151.126,0,1.0,0,11,0,2,0,0,0,5.1697524457515065e-06,0.0,3.1018514674509037e-06,0,Not Fraud
TXN-87CC3D384050,USR0003,556.0009114232291,01/06/2024 13:10:55,LKO,Lucknow,Entertainment,DEV-84955DD2,mobile,,35845.13,success,192.115.151.93,,2024-06-01 13:10:55.000000,4311.0,0,0,0,416.7585041270608,1.3309146454960545,0,0,448.80554173231855,0,0.01551076535802412,0,5,1.0,0,0,192.115.151.93,0,1.0,0,13,0,0,0,0,0,3.9358992447139057e-07,0.0,2.3615395468283434e-07,0,Not Fraud
TXN-E0B2676AF783,USR0004,6766.49,20/04/2024 20:02:06,chennai,Madras,Utilities,,web,Wallet,0.0,success,192.72.40.254,,2024-04-20 20:02:06.000000,999999.0,0,0,0,3157.0889808457882,2.142590041331838,0,0,6766.49,0,6766.49,1,1,,1,1,192.72.40.254,0,1.0,0,20,0,10,1,1,0,0.9999990157776925,1.0,0.9999994094666155,1,Device + Location Fraud
TXN-F66ADADDD933,USR0004,9037.29,1713673092,MAA,Chennai,Utilities,DEV-965CDF83,web,Card,0.0,failed,192.72.40.85,,2024-04-21 04:18:12.000000,29766.0,0,0,0,6766.49,1.33539761418192,0,0,7901.89,0,9037.29,1,1,1.0,1,1,192.72.40.85,0,1.0,0,4,1,10,1,1,0,0.999998905637587,1.0,0.9999993433825521,1,Device + Location Fraud
TXN-2F16121317C0,USR0004,4684.412266642473,2024-04-21T04:24:20.079819,Chennai,MAA,Grocery,DEV-965CDF83,ATM,Wallet,0.0,success,192.72.40.45,,2024-04-21 04:24:20.079819,368.079819,0,0,0,7901.89,0.5927467377937023,0,0,6829.397422214158,0,4684.412266642473,0,1,1.0,1,0,192.72.40.45,0,1.0,0,4,1,3,0,0,0,3.216411716308616e-06,0.005,0.0020019298470297852,0,Not Fraud
TXN-EECCDCB9905F,USR0004,5659.859060974421,21/04/2024 09:29:37,Madras,Chennai,Fuel,DEV-965CDF83,web,Wallet,0.0,success,192.72.40.68,,2024-04-21 09:29:37.000000,18316.920181,0,0,0,6829.397422214158,0.8286280740513203,0,0,6460.520442538965,0,5659.859060974421,0,1,1.0,1,0,192.72.40.68,0,1.0,0,9,0,3,0,0,0,9.485120083275307e-07,0.0,5.691072049965184e-07,0,Not Fraud
TXN-CC2A9A95BD44,USR0004,7285.08,2024-04-22T12:22:33.343397,Madras,Madras,Education,DEV-965CDF83,web,,0.0,success,192.72.40.152,,2024-04-22 12:22:33.343397,96776.343397,0,0,0,6537.012831904223,1.1142651731196114,0,0,5876.450442538964,0,7285.08,0,1,1.0,0,0,192.72.40.152,0,1.0,0,12,0,1,0,0,0,6.373702302754549e-07,0.0,3.8242213816527294e-07,0,Not Fraud
TXN-7177C913793C,USR0004,7193.72,2024-04-22T21:23:31.689698,Chennai,CHENNAI,Fuel,DEV-965CDF83,web,UPI,0.0,success,192.72.40.123,,2024-04-22 21:23:31.689698,32458.346301,0,0,0,6686.626265523379,1.075676138944199,0,0,6712.88635365814,0,7193.72,0,1,1.0,0,0,192.72.40.123,0,1.0,0,21,0,1,0,0,0,6.601226123276241e-07,0.0,3.9607356739657447e-07,0,Not Fraud
TXN-06B6E2F01F13,USR0004,2825.92,2024-04-24T15:06:15.689542,Chennai,chennai,Travel,DEV-965CDF83,web,Wallet,0.0,success,192.72.40.156,,2024-04-24 15:06:15.689542,150163.999844,0,0,0,6771.141887936149,0.4172860000222494,0,0,5768.240000000001,0,2825.92,0,1,1.0,0,0,192.72.40.156,0,1.0,0,15,0,1,0,0,0,6.180517158615637e-07,0.0,3.7083102951693825e-07,0,Not Fraud
TXN-A2E362483AB1,USR0005,6376.3510680451,1708808081,HYDERABAD,Hyderabad,Utilities,DEV-9571BDB8,mobile,,64259.59,success,192.92.217.76,,2024-02-24 20:54:41.000000,999999.0,0,0,0,3157.0889808457882,2.01905364501079,0,0,6376.3510680451,0,0.09922646318754777,1,2,1.0,1,1,192.92.217.76,0,1.0,0,20,0,9,1,1,0,0.999998994830071,1.0,0.9999993968980426,1,Device + Location Fraud
